/*
 Cornu spiral.
 C(NU) is the x-axis.
 S(NU) is the y-axis.
 DELTA(NU)=0.01
*/
-5.334935E-01 -6.279225E-01
-5.433285E-01 -6.254990E-01
-5.529518E-01 -6.223375E-01
-5.623090E-01 -6.184593E-01
-5.713487E-01 -6.138892E-01
-5.800209E-01 -6.086560E-01
-5.882791E-01 -6.027915E-01
-5.960796E-01 -5.963306E-01
-6.033814E-01 -5.893115E-01
-6.101472E-01 -5.817745E-01
-6.163427E-01 -5.737625E-01
-6.219375E-01 -5.653201E-01
-6.269044E-01 -5.564941E-01
-6.312202E-01 -5.473323E-01
-6.348652E-01 -5.378839E-01
-6.378238E-01 -5.281988E-01
-6.400836E-01 -5.183277E-01
-6.416366E-01 -5.083209E-01
-6.424779E-01 -4.982300E-01
-6.426065E-01 -4.881052E-01
-6.420252E-01 -4.779966E-01
-6.407399E-01 -4.679537E-01
-6.387601E-01 -4.580246E-01
-6.360986E-01 -4.482567E-01
-6.327710E-01 -4.386955E-01
-6.287962E-01 -4.293853E-01
-6.241956E-01 -4.203684E-01
-6.189938E-01 -4.116850E-01
-6.132172E-01 -4.033736E-01
-6.068948E-01 -3.954700E-01
-6.000575E-01 -3.880078E-01
-5.927387E-01 -3.810184E-01
-5.849728E-01 -3.745302E-01
-5.767960E-01 -3.685694E-01
-5.682456E-01 -3.631590E-01
-5.593604E-01 -3.583197E-01
-5.501796E-01 -3.540692E-01
-5.407434E-01 -3.504225E-01
-5.310925E-01 -3.473919E-01
-5.212677E-01 -3.449866E-01
-5.113102E-01 -3.432136E-01
-5.012610E-01 -3.420766E-01
-4.911608E-01 -3.415771E-01
-4.810498E-01 -3.417138E-01
-4.709682E-01 -3.424828E-01
-4.609549E-01 -3.438779E-01
-4.510480E-01 -3.458904E-01
-4.412849E-01 -3.485095E-01
-4.317017E-01 -3.517220E-01
-4.223332E-01 -3.555128E-01
-4.132130E-01 -3.598648E-01
-4.043730E-01 -3.647591E-01
-3.958438E-01 -3.701750E-01
-3.876543E-01 -3.760902E-01
-3.798317E-01 -3.824810E-01
-3.724015E-01 -3.893224E-01
-3.653873E-01 -3.965881E-01
-3.588108E-01 -4.042509E-01
-3.526919E-01 -4.122824E-01
-3.470488E-01 -4.206535E-01
-3.418975E-01 -4.293344E-01
-3.372522E-01 -4.382949E-01
-3.331249E-01 -4.475042E-01
-3.295262E-01 -4.569311E-01
-3.264642E-01 -4.665444E-01
-3.239456E-01 -4.763128E-01
-3.219750E-01 -4.862049E-01
-3.205552E-01 -4.961895E-01
-3.196873E-01 -5.062357E-01
-3.193705E-01 -5.163130E-01
-3.196025E-01 -5.263910E-01
-3.203794E-01 -5.364403E-01
-3.216954E-01 -5.464317E-01
-3.235435E-01 -5.563369E-01
-3.259152E-01 -5.661283E-01
-3.288006E-01 -5.757792E-01
-3.321883E-01 -5.852637E-01
-3.360661E-01 -5.945567E-01
-3.404203E-01 -6.036347E-01
-3.452361E-01 -6.124742E-01
-3.504979E-01 -6.210538E-01
-3.561891E-01 -6.293526E-01
-3.622923E-01 -6.373512E-01
-3.687890E-01 -6.450310E-01
-3.756607E-01 -6.523750E-01
-3.828874E-01 -6.593671E-01
-3.904492E-01 -6.659925E-01
-3.983256E-01 -6.722377E-01
-4.064955E-01 -6.780903E-01
-4.149377E-01 -6.835392E-01
-4.236307E-01 -6.885744E-01
-4.325529E-01 -6.931874E-01
-4.416822E-01 -6.973705E-01
-4.509968E-01 -7.011174E-01
-4.604748E-01 -7.044230E-01
-4.700946E-01 -7.072831E-01
-4.798342E-01 -7.096948E-01
-4.896724E-01 -7.116563E-01
-4.995877E-01 -7.131667E-01
-5.095590E-01 -7.142261E-01
-5.195658E-01 -7.148359E-01
-5.295876E-01 -7.149980E-01
-5.396046E-01 -7.147155E-01
-5.495974E-01 -7.139924E-01
-5.595467E-01 -7.128333E-01
-5.694342E-01 -7.112437E-01
-5.792418E-01 -7.092301E-01
-5.889521E-01 -7.067993E-01
-5.985482E-01 -7.039589E-01
-6.080140E-01 -7.007174E-01
-6.173341E-01 -6.970835E-01
-6.264930E-01 -6.930668E-01
-6.354766E-01 -6.886772E-01
-6.442713E-01 -6.839250E-01
-6.528639E-01 -6.788210E-01
-6.612423E-01 -6.733765E-01
-6.693949E-01 -6.676030E-01
-6.773103E-01 -6.615123E-01
-6.849787E-01 -6.551167E-01
-6.923900E-01 -6.484284E-01
-6.995357E-01 -6.414601E-01
-7.064072E-01 -6.342243E-01
-7.129972E-01 -6.267338E-01
-7.192984E-01 -6.190019E-01
-7.253047E-01 -6.110412E-01
-7.310102E-01 -6.028650E-01
-7.364101E-01 -5.944861E-01
-7.414998E-01 -5.859177E-01
-7.462755E-01 -5.771726E-01
-7.507340E-01 -5.682638E-01
-7.548723E-01 -5.592040E-01
-7.586884E-01 -5.500059E-01
-7.621807E-01 -5.406820E-01
-7.653481E-01 -5.312447E-01
-7.681898E-01 -5.217060E-01
-7.707058E-01 -5.120780E-01
-7.728963E-01 -5.023726E-01
-7.747621E-01 -4.926010E-01
-7.763043E-01 -4.827748E-01
-7.775245E-01 -4.729048E-01
-7.784246E-01 -4.630019E-01
-7.790070E-01 -4.530765E-01
-7.792742E-01 -4.431387E-01
-7.792291E-01 -4.331987E-01
-7.788752E-01 -4.232659E-01
-7.782158E-01 -4.133496E-01
-7.772549E-01 -4.034588E-01
-7.759964E-01 -3.936022E-01
-7.744447E-01 -3.837881E-01
-7.726042E-01 -3.740246E-01
-7.704797E-01 -3.643194E-01
-7.680759E-01 -3.546798E-01
-7.653980E-01 -3.451130E-01
-7.624511E-01 -3.356256E-01
-7.592404E-01 -3.262241E-01
-7.557715E-01 -3.169146E-01
-7.520497E-01 -3.077029E-01
-7.480807E-01 -2.985945E-01
-7.438701E-01 -2.895945E-01
-7.394236E-01 -2.807077E-01
-7.347472E-01 -2.719389E-01
-7.298464E-01 -2.632922E-01
-7.247270E-01 -2.547715E-01
-7.193950E-01 -2.463807E-01
-7.138562E-01 -2.381232E-01
-7.081164E-01 -2.300020E-01
-7.021812E-01 -2.220200E-01
-6.960567E-01 -2.141800E-01
-6.897483E-01 -2.064843E-01
-6.832620E-01 -1.989349E-01
-6.766032E-01 -1.915338E-01
-6.697776E-01 -1.842828E-01
-6.627906E-01 -1.771831E-01
-6.556478E-01 -1.702361E-01
-6.483545E-01 -1.634427E-01
-6.409159E-01 -1.568038E-01
-6.333375E-01 -1.503200E-01
-6.256241E-01 -1.439918E-01
-6.177810E-01 -1.378193E-01
-6.098130E-01 -1.318027E-01
-6.017250E-01 -1.259421E-01
-5.935220E-01 -1.202369E-01
-5.852082E-01 -1.146870E-01
-5.767885E-01 -1.092918E-01
-5.682675E-01 -1.040506E-01
-5.596492E-01 -9.896265E-02
-5.509381E-01 -9.402701E-02
-5.421385E-01 -8.924262E-02
-5.332543E-01 -8.460836E-02
-5.242897E-01 -8.012297E-02
-5.152484E-01 -7.578509E-02
-5.061343E-01 -7.159323E-02
-4.969512E-01 -6.754589E-02
-4.877026E-01 -6.364144E-02
-4.783922E-01 -5.987812E-02
-4.690233E-01 -5.625415E-02
-4.595994E-01 -5.276772E-02
-4.501238E-01 -4.941684E-02
-4.405997E-01 -4.619954E-02
-4.310302E-01 -4.311375E-02
-4.214184E-01 -4.015737E-02
-4.117673E-01 -3.732824E-02
-4.020798E-01 -3.462415E-02
-3.923588E-01 -3.204281E-02
-3.826070E-01 -2.958197E-02
-3.728272E-01 -2.723922E-02
-3.630220E-01 -2.501226E-02
-3.531939E-01 -2.289861E-02
-3.433454E-01 -2.089586E-02
-3.334791E-01 -1.900153E-02
-3.235972E-01 -1.721314E-02
-3.137019E-01 -1.552811E-02
-3.037955E-01 -1.394392E-02
-2.938800E-01 -1.245805E-02
-2.839575E-01 -1.106786E-02
-2.740297E-01 -9.770750E-03
-2.640986E-01 -8.564108E-03
-2.541657E-01 -7.445330E-03
-2.442326E-01 -6.411757E-03
-2.343006E-01 -5.460727E-03
-2.243709E-01 -4.589566E-03
-2.144445E-01 -3.795590E-03
-2.045223E-01 -3.076151E-03
-1.946048E-01 -2.428514E-03
-1.846925E-01 -1.849987E-03
-1.747854E-01 -1.337812E-03
-1.648832E-01 -8.892277E-04
-1.549855E-01 -5.015071E-04
-1.450913E-01 -1.717891E-04
-1.351993E-01  1.027123E-04
-1.253078E-01  3.248914E-04
-1.154144E-01  4.977135E-04
-1.055164E-01  6.241307E-04
-9.561043E-02  7.072367E-04
-8.569247E-02  7.502069E-04
-7.575771E-02  7.562748E-04
-6.580071E-02  7.288580E-04
-5.581508E-02  6.714832E-04
-4.579344E-02  5.879430E-04
-3.572755E-02  4.821641E-04
-2.560788E-02  3.583169E-04
-1.542382E-02  2.208978E-04
-5.163291E-03  7.472781E-05
 5.162871E-03 -7.472473E-05
 1.542339E-02 -2.208888E-04
 2.560748E-02 -3.583025E-04
 3.572714E-02 -4.821445E-04
 4.579305E-02 -5.879483E-04
 5.581466E-02 -6.714842E-04
 6.580031E-02 -7.288552E-04
 7.575734E-02 -7.562673E-04
 8.569206E-02 -7.501963E-04
 9.561004E-02 -7.072533E-04
 1.055160E-01 -6.241446E-04
 1.154140E-01 -4.977240E-04
 1.253074E-01 -3.248999E-04
 1.351989E-01 -1.027205E-04
 1.450909E-01  1.717837E-04
 1.549851E-01  5.014741E-04
 1.648828E-01  8.892253E-04
 1.747850E-01  1.337780E-03
 1.846921E-01  1.849952E-03
 1.946045E-01  2.428484E-03
 2.045219E-01  3.076120E-03
 2.144441E-01  3.795558E-03
 2.243705E-01  4.589534E-03
 2.343002E-01  5.460665E-03
 2.442322E-01  6.411722E-03
 2.541653E-01  7.445296E-03
 2.640982E-01  8.564069E-03
 2.740293E-01  9.770685E-03
 2.839571E-01  1.106778E-02
 2.938796E-01  1.245800E-02
 3.037951E-01  1.394388E-02
 3.137015E-01  1.552803E-02
 3.235968E-01  1.721306E-02
 3.334787E-01  1.900148E-02
 3.433451E-01  2.089580E-02
 3.531935E-01  2.289852E-02
 3.630216E-01  2.501217E-02
 3.728268E-01  2.723915E-02
 3.826066E-01  2.958186E-02
 3.923584E-01  3.204273E-02
 4.020794E-01  3.462404E-02
 4.117669E-01  3.732812E-02
 4.214180E-01  4.015725E-02
 4.310298E-01  4.311362E-02
 4.405993E-01  4.619941E-02
 4.501234E-01  4.941671E-02
 4.595990E-01  5.276757E-02
 4.690230E-01  5.625404E-02
 4.783918E-01  5.987797E-02
 4.877023E-01  6.364128E-02
 4.969508E-01  6.754572E-02
 5.061340E-01  7.159307E-02
 5.152481E-01  7.578491E-02
 5.242893E-01  8.012278E-02
 5.332540E-01  8.460818E-02
 5.421382E-01  8.924242E-02
 5.509378E-01  9.402680E-02
 5.596489E-01  9.896246E-02
 5.682670E-01  1.040504E-01
 5.767882E-01  1.092916E-01
 5.852079E-01  1.146868E-01
 5.935216E-01  1.202367E-01
 6.017247E-01  1.259418E-01
 6.098127E-01  1.318025E-01
 6.177807E-01  1.378191E-01
 6.256238E-01  1.439915E-01
 6.333371E-01  1.503197E-01
 6.409157E-01  1.568035E-01
 6.483542E-01  1.634424E-01
 6.556475E-01  1.702358E-01
 6.627904E-01  1.771828E-01
 6.697773E-01  1.842825E-01
 6.766029E-01  1.915336E-01
 6.832618E-01  1.989346E-01
 6.897481E-01  2.064840E-01
 6.960564E-01  2.141797E-01
 7.021810E-01  2.220197E-01
 7.081161E-01  2.300016E-01
 7.138560E-01  2.381228E-01
 7.193949E-01  2.463804E-01
 7.247268E-01  2.547712E-01
 7.298461E-01  2.632918E-01
 7.347469E-01  2.719385E-01
 7.394235E-01  2.807074E-01
 7.438699E-01  2.895941E-01
 7.480805E-01  2.985941E-01
 7.520495E-01  3.077026E-01
 7.557713E-01  3.169143E-01
 7.592403E-01  3.262237E-01
 7.624510E-01  3.356252E-01
 7.653979E-01  3.451126E-01
 7.680759E-01  3.546794E-01
 7.704796E-01  3.643190E-01
 7.726041E-01  3.740242E-01
 7.744446E-01  3.837877E-01
 7.759963E-01  3.936018E-01
 7.772548E-01  4.034584E-01
 7.782158E-01  4.133492E-01
 7.788752E-01  4.232655E-01
 7.792291E-01  4.331983E-01
 7.792742E-01  4.431384E-01
 7.790070E-01  4.530760E-01
 7.784247E-01  4.630014E-01
 7.775246E-01  4.729044E-01
 7.763044E-01  4.827744E-01
 7.747622E-01  4.926007E-01
 7.728964E-01  5.023722E-01
 7.707059E-01  5.120777E-01
 7.681900E-01  5.217056E-01
 7.653482E-01  5.312442E-01
 7.621809E-01  5.406817E-01
 7.586886E-01  5.500056E-01
 7.548724E-01  5.592037E-01
 7.507341E-01  5.682635E-01
 7.462757E-01  5.771723E-01
 7.415001E-01  5.859173E-01
 7.364103E-01  5.944858E-01
 7.310104E-01  6.028647E-01
 7.253048E-01  6.110409E-01
 7.192986E-01  6.190016E-01
 7.129974E-01  6.267335E-01
 7.064075E-01  6.342239E-01
 6.995360E-01  6.414597E-01
 6.923903E-01  6.484282E-01
 6.849789E-01  6.551165E-01
 6.773106E-01  6.615121E-01
 6.693951E-01  6.676028E-01
 6.612427E-01  6.733763E-01
 6.528643E-01  6.788207E-01
 6.442716E-01  6.839248E-01
 6.354769E-01  6.886770E-01
 6.264933E-01  6.930667E-01
 6.173344E-01  6.970834E-01
 6.080145E-01  7.007173E-01
 5.985487E-01  7.039588E-01
 5.889524E-01  7.067991E-01
 5.792421E-01  7.092300E-01
 5.694345E-01  7.112437E-01
 5.595471E-01  7.128332E-01
 5.495977E-01  7.139924E-01
 5.396051E-01  7.147155E-01
 5.295881E-01  7.149980E-01
 5.195661E-01  7.148359E-01
 5.095593E-01  7.142262E-01
 4.995880E-01  7.131667E-01
 4.896728E-01  7.116563E-01
 4.798347E-01  7.096949E-01
 4.700950E-01  7.072832E-01
 4.604752E-01  7.044231E-01
 4.509971E-01  7.011175E-01
 4.416825E-01  6.973706E-01
 4.325532E-01  6.931875E-01
 4.236311E-01  6.885746E-01
 4.149382E-01  6.835394E-01
 4.064959E-01  6.780905E-01
 3.983259E-01  6.722379E-01
 3.904495E-01  6.659927E-01
 3.828877E-01  6.593673E-01
 3.756609E-01  6.523753E-01
 3.687894E-01  6.450313E-01
 3.622926E-01  6.373515E-01
 3.561893E-01  6.293529E-01
 3.504981E-01  6.210541E-01
 3.452363E-01  6.124745E-01
 3.404204E-01  6.036350E-01
 3.360663E-01  5.945572E-01
 3.321885E-01  5.852641E-01
 3.288007E-01  5.757797E-01
 3.259153E-01  5.661287E-01
 3.235436E-01  5.563373E-01
 3.216954E-01  5.464321E-01
 3.203794E-01  5.364407E-01
 3.196026E-01  5.263914E-01
 3.193705E-01  5.163134E-01
 3.196872E-01  5.062361E-01
 3.205552E-01  4.961899E-01
 3.219749E-01  4.862053E-01
 3.239455E-01  4.763132E-01
 3.264641E-01  4.665448E-01
 3.295260E-01  4.569315E-01
 3.331248E-01  4.475045E-01
 3.372520E-01  4.382952E-01
 3.418974E-01  4.293348E-01
 3.470487E-01  4.206538E-01
 3.526917E-01  4.122827E-01
 3.588105E-01  4.042512E-01
 3.653869E-01  3.965885E-01
 3.724012E-01  3.893226E-01
 3.798314E-01  3.824812E-01
 3.876540E-01  3.760904E-01
 3.958435E-01  3.701752E-01
 4.043726E-01  3.647593E-01
 4.132126E-01  3.598650E-01
 4.223329E-01  3.555129E-01
 4.317014E-01  3.517221E-01
 4.412846E-01  3.485096E-01
 4.510476E-01  3.458905E-01
 4.609544E-01  3.438779E-01
 4.709677E-01  3.424828E-01
 4.810495E-01  3.417138E-01
 4.911603E-01  3.415771E-01
 5.012605E-01  3.420766E-01
 5.113097E-01  3.432135E-01
 5.212672E-01  3.449866E-01
 5.310920E-01  3.473917E-01
 5.407429E-01  3.504224E-01
 5.501791E-01  3.540690E-01
 5.593600E-01  3.583195E-01
 5.682452E-01  3.631588E-01
 5.767958E-01  3.685692E-01
 5.849726E-01  3.745301E-01
 5.927386E-01  3.810182E-01
 6.000574E-01  3.880076E-01
 6.068944E-01  3.954696E-01
 6.132169E-01  4.033732E-01
 6.189935E-01  4.116846E-01
 6.241954E-01  4.203680E-01
 6.287959E-01  4.293849E-01
 6.327708E-01  4.386951E-01
 6.360984E-01  4.482562E-01
 6.387600E-01  4.580241E-01
 6.407399E-01  4.679532E-01
 6.420252E-01  4.779964E-01
 6.426065E-01  4.881049E-01
 6.424779E-01  4.982297E-01
 6.416366E-01  5.083207E-01
 6.400837E-01  5.183272E-01
 6.378239E-01  5.281984E-01
 6.348653E-01  5.378835E-01
 6.312203E-01  5.473319E-01
 6.269045E-01  5.564937E-01
 6.219377E-01  5.653197E-01
 6.163430E-01  5.737621E-01
 6.101475E-01  5.817742E-01
 6.033818E-01  5.893112E-01
 5.960798E-01  5.963305E-01
 5.882794E-01  6.027913E-01
 5.800211E-01  6.086559E-01
 5.713489E-01  6.138891E-01
 5.623094E-01  6.184591E-01
 5.529522E-01  6.223373E-01
 5.433290E-01  6.254988E-01
 5.334939E-01  6.279224E-01
 5.235030E-01  6.295910E-01
 5.134138E-01  6.304920E-01
 5.032852E-01  6.306166E-01
 4.931770E-01  6.299611E-01
 4.831494E-01  6.285263E-01
 4.732638E-01  6.263174E-01
 4.635803E-01  6.233451E-01
 4.541591E-01  6.196241E-01
 4.450593E-01  6.151747E-01
 4.363388E-01  6.100216E-01
 4.280538E-01  6.041942E-01
 4.202582E-01  5.977266E-01
 4.130037E-01  5.906577E-01
 4.063390E-01  5.830304E-01
 4.003093E-01  5.748918E-01
 3.949565E-01  5.662931E-01
 3.903184E-01  5.572889E-01
 3.864282E-01  5.479372E-01
 3.833150E-01  5.382992E-01
 3.810026E-01  5.284386E-01
 3.795097E-01  5.184214E-01
 3.788494E-01  5.083153E-01
 3.790296E-01  4.981893E-01
 3.800520E-01  4.881138E-01
 3.819127E-01  4.781591E-01
 3.846017E-01  4.683958E-01
 3.881029E-01  4.588937E-01
 3.923944E-01  4.497217E-01
 3.974482E-01  4.409469E-01
 4.032304E-01  4.326344E-01
 4.097016E-01  4.248462E-01
 4.168164E-01  4.176420E-01
 4.245246E-01  4.110771E-01
 4.327707E-01  4.052025E-01
 4.414948E-01  4.000651E-01
 4.506325E-01  3.957063E-01
 4.601155E-01  3.921620E-01
 4.698722E-01  3.894624E-01
 4.798283E-01  3.876312E-01
 4.899067E-01  3.866859E-01
 5.000289E-01  3.866368E-01
 5.101150E-01  3.874874E-01
 5.200847E-01  3.892341E-01
 5.298579E-01  3.918661E-01
 5.393547E-01  3.953649E-01
 5.484971E-01  3.997053E-01
 5.572093E-01  4.048544E-01
 5.654178E-01  4.107727E-01
 5.730530E-01  4.174135E-01
 5.800492E-01  4.247240E-01
 5.863453E-01  4.326447E-01
 5.918859E-01  4.411108E-01
 5.966210E-01  4.500517E-01
 6.005075E-01  4.593924E-01
 6.035089E-01  4.690534E-01
 6.055963E-01  4.789518E-01
 6.067484E-01  4.890018E-01
 6.069520E-01  4.991148E-01
 6.062022E-01  5.092016E-01
 6.045026E-01  5.191720E-01
 6.018655E-01  5.289358E-01
 5.983118E-01  5.384040E-01
 5.938709E-01  5.474894E-01
 5.885808E-01  5.561074E-01
 5.824876E-01  5.641770E-01
 5.756455E-01  5.716214E-01
 5.681160E-01  5.783691E-01
 5.599679E-01  5.843543E-01
 5.512766E-01  5.895179E-01
 5.421230E-01  5.938082E-01
 5.325939E-01  5.971813E-01
 5.227801E-01  5.996016E-01
 5.127760E-01  6.010429E-01
 5.026790E-01  6.014879E-01
 4.925882E-01  6.009293E-01
 4.826036E-01  5.993696E-01
 4.728251E-01  5.968213E-01
 4.633515E-01  5.933070E-01
 4.542792E-01  5.888592E-01
 4.457016E-01  5.835204E-01
 4.377079E-01  5.773425E-01
 4.303819E-01  5.703862E-01
 4.238018E-01  5.627217E-01
 4.180380E-01  5.544266E-01
 4.131535E-01  5.455859E-01
 4.092021E-01  5.362911E-01
 4.062287E-01  5.266396E-01
 4.042677E-01  5.167332E-01
 4.033431E-01  5.066777E-01
 4.034680E-01  4.965811E-01
 4.046440E-01  4.865531E-01
 4.068612E-01  4.767035E-01
 4.100983E-01  4.671411E-01
 4.143223E-01  4.579725E-01
 4.194892E-01  4.493007E-01
 4.255436E-01  4.412245E-01
 4.324199E-01  4.338365E-01
 4.400426E-01  4.272221E-01
 4.483267E-01  4.214590E-01
 4.571794E-01  4.166157E-01
 4.665000E-01  4.127503E-01
 4.761818E-01  4.099107E-01
 4.861130E-01  4.081326E-01
 4.961775E-01  4.074399E-01
 5.062571E-01  4.078438E-01
 5.162322E-01  4.093424E-01
 5.259834E-01  4.119209E-01
 5.353933E-01  4.155513E-01
 5.443469E-01  4.201925E-01
 5.527344E-01  4.257910E-01
 5.604520E-01  4.322810E-01
 5.674030E-01  4.395851E-01
 5.734996E-01  4.476154E-01
 5.786636E-01  4.562741E-01
 5.828283E-01  4.654546E-01
 5.859385E-01  4.750430E-01
 5.879521E-01  4.849194E-01
 5.888409E-01  4.949591E-01
 5.885903E-01  5.050341E-01
 5.872007E-01  5.150154E-01
 5.846870E-01  5.247739E-01
 5.810789E-01  5.341819E-01
 5.764207E-01  5.431159E-01
 5.707709E-01  5.514572E-01
 5.642013E-01  5.590945E-01
 5.567970E-01  5.659243E-01
 5.486544E-01  5.718536E-01
 5.398811E-01  5.768005E-01
 5.305936E-01  5.806957E-01
 5.209167E-01  5.834838E-01
 5.109814E-01  5.851238E-01
 5.009231E-01  5.855904E-01
 4.908800E-01  5.848743E-01
 4.809918E-01  5.829823E-01
 4.713962E-01  5.799379E-01
 4.622284E-01  5.757807E-01
 4.536187E-01  5.705668E-01
 4.456901E-01  5.643670E-01
 4.385571E-01  5.572672E-01
 4.323239E-01  5.493668E-01
 4.270821E-01  5.407772E-01
 4.229100E-01  5.316210E-01
 4.198708E-01  5.220299E-01
 4.180116E-01  5.121427E-01
 4.173627E-01  5.021039E-01
 4.179366E-01  4.920610E-01
 4.197276E-01  4.821635E-01
 4.227121E-01  4.725590E-01
 4.268481E-01  4.633920E-01
 4.320762E-01  4.548018E-01
 4.383199E-01  4.469197E-01
 4.454865E-01  4.398674E-01
 4.534687E-01  4.337547E-01
 4.621457E-01  4.286776E-01
 4.713851E-01  4.247173E-01
 4.810449E-01  4.219377E-01
 4.909752E-01  4.203850E-01
 5.010212E-01  4.200865E-01
 5.110244E-01  4.210498E-01
 5.208266E-01  4.232626E-01
 5.302711E-01  4.266925E-01
 5.392060E-01  4.312876E-01
 5.474866E-01  4.369766E-01
 5.549775E-01  4.436702E-01
 5.615554E-01  4.512620E-01
 5.671107E-01  4.596303E-01
 5.715501E-01  4.686395E-01
 5.747979E-01  4.781427E-01
 5.767975E-01  4.879837E-01
 5.775129E-01  4.979996E-01
 5.769292E-01  5.080233E-01
 5.750532E-01  5.178863E-01
 5.719137E-01  5.274220E-01
 5.675612E-01  5.364678E-01
 5.620670E-01  5.448684E-01
 5.555228E-01  5.524784E-01
 5.480387E-01  5.591653E-01
 5.397417E-01  5.648115E-01
 5.307749E-01  5.693161E-01
 5.212929E-01  5.725984E-01
 5.114609E-01  5.745979E-01
 5.014514E-01  5.752767E-01
 4.914411E-01  5.746198E-01
 4.816082E-01  5.726359E-01
 4.721288E-01  5.693578E-01
 4.631737E-01  5.648412E-01
 4.549058E-01  5.591651E-01
 4.474763E-01  5.524298E-01
 4.410223E-01  5.447556E-01
 4.356640E-01  5.362809E-01
 4.315022E-01  5.271596E-01
 4.286163E-01  5.175589E-01
 4.270626E-01  5.076557E-01
 4.268728E-01  4.976338E-01
 4.280535E-01  4.876807E-01
 4.305854E-01  4.779837E-01
 4.344234E-01  4.687263E-01
 4.394975E-01  4.600854E-01
 4.457137E-01  4.522267E-01
 4.529552E-01  4.453026E-01
 4.610851E-01  4.394481E-01
 4.699479E-01  4.347785E-01
 4.793733E-01  4.313871E-01
 4.891791E-01  4.293426E-01
 4.991732E-01  4.286879E-01
 5.091597E-01  4.294387E-01
 5.189415E-01  4.315831E-01
 5.283238E-01  4.350814E-01
 5.371188E-01  4.398667E-01
 5.451492E-01  4.458457E-01
 5.522519E-01  4.529007E-01
 5.582815E-01  4.608913E-01
 5.631135E-01  4.696574E-01
 5.666469E-01  4.790218E-01
 5.688069E-01  4.887941E-01
 5.695461E-01  4.987741E-01
 5.688465E-01  5.087563E-01
 5.667196E-01  5.185336E-01
 5.632069E-01  5.279019E-01
 5.583791E-01  5.366644E-01
 5.523350E-01  5.446358E-01
 5.451996E-01  5.516463E-01
 5.371222E-01  5.575454E-01
 5.282726E-01  5.622054E-01
 5.188385E-01  5.655241E-01
 5.090213E-01  5.674277E-01
 4.990318E-01  5.678723E-01
 4.890861E-01  5.668455E-01
 4.793999E-01  5.643665E-01
 4.701863E-01  5.604868E-01
 4.616476E-01  5.552887E-01
 4.539734E-01  5.488840E-01
 4.473349E-01  5.414121E-01
 4.418815E-01  5.330368E-01
 4.377373E-01  5.239431E-01
 4.349975E-01  5.143332E-01
 4.337264E-01  5.044223E-01
 4.339557E-01  4.944336E-01
 4.356829E-01  4.845934E-01
 4.388717E-01  4.751261E-01
 4.434519E-01  4.662489E-01
 4.493210E-01  4.581666E-01
 4.563462E-01  4.510672E-01
 4.643671E-01  4.451169E-01
 4.731990E-01  4.404561E-01
 4.826375E-01  4.371961E-01
 4.924624E-01  4.354160E-01
 5.024433E-01  4.351603E-01
 5.123446E-01  4.364381E-01
 5.219313E-01  4.392219E-01
 5.309744E-01  4.434482E-01
 5.392568E-01  4.490185E-01
 5.465779E-01  4.558018E-01
 5.527596E-01  4.636366E-01
 5.576502E-01  4.723357E-01
 5.611281E-01  4.816885E-01
 5.631059E-01  4.914682E-01
 5.635325E-01  5.014361E-01
 5.623946E-01  5.113472E-01
 5.597173E-01  5.209568E-01
 5.555642E-01  5.300260E-01
 5.500361E-01  5.383281E-01
 5.432684E-01  5.456539E-01
 5.354289E-01  5.518182E-01
 5.267131E-01  5.566634E-01
 5.173397E-01  5.600645E-01
 5.075457E-01  5.619327E-01
 4.975798E-01  5.622175E-01
 4.876969E-01  5.609087E-01
 4.781509E-01  5.580372E-01
 4.691887E-01  5.536742E-01
 4.610433E-01  5.479299E-01
 4.539280E-01  5.409512E-01
 4.480302E-01  5.329180E-01
 4.435066E-01  5.240389E-01
 4.404786E-01  5.145458E-01
 4.390288E-01  5.046882E-01
 4.391983E-01  4.947267E-01
 4.409857E-01  4.849261E-01
 4.443459E-01  4.755484E-01
 4.491919E-01  4.668453E-01
 4.553955E-01  4.590530E-01
 4.627917E-01  4.523832E-01
 4.711820E-01  4.470185E-01
 4.803399E-01  4.431075E-01
 4.900164E-01  4.407593E-01
 4.999472E-01  4.400411E-01
 5.098593E-01  4.409756E-01
 5.194787E-01  4.435398E-01
 5.285382E-01  4.476653E-01
 5.367846E-01  4.532400E-01
 5.439861E-01  4.601107E-01
 5.499389E-01  4.680868E-01
 5.544732E-01  4.769457E-01
 5.574585E-01  4.864385E-01
 5.588076E-01  4.962972E-01
 5.584790E-01  5.062416E-01
 5.564795E-01  5.159878E-01
 5.528635E-01  5.252559E-01
 5.477324E-01  5.337782E-01
 5.412318E-01  5.413073E-01
 5.335480E-01  5.476232E-01
 5.249026E-01  5.525401E-01
 5.155465E-01  5.559118E-01
 5.057529E-01  5.576370E-01
 4.958087E-01  5.576622E-01
 4.860083E-01  5.559836E-01
 4.766420E-01  5.526483E-01
 4.679892E-01  5.477528E-01
 4.603093E-01  5.414405E-01
 4.538342E-01  5.338984E-01
 4.487605E-01  5.253512E-01
 4.452437E-01  5.160551E-01
 4.433929E-01  5.062906E-01
 4.432671E-01  4.963536E-01
 4.448730E-01  4.865472E-01
 4.481642E-01  4.771717E-01
 4.530424E-01  4.685160E-01
 4.593598E-01  4.608481E-01
